"","STUDENTID","AGE","GENDER","HS_TYPE","SCHOLARSHIP","WORK","ACTIVITY","PARTNER","SALARY","TRANSPORT","LIVING","MOTHER_EDU","FATHER_EDU","X._SIBLINGS","KIDS","MOTHER_JOB","FATHER_JOB","STUDY_HRS","READ_FREQ","READ_FREQ_SCI","ATTEND_DEPT","IMPACT","ATTEND","PREP_STUDY","PREP_EXAM","NOTES","LISTENS","LIKES_DISCUSS","CLASSROOM","CUML_GPA","EXP_GPA","COURSE.ID","GRADE"
"1311","STUDENT1311","<18 yrs","Female","Private","None","No","No","No","RS.40k-RS.60k","Public","Apartment","Primary","No Schooling","4+","One","Laborer","Clerk","3 to 5","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Often","Often","Moderate",">3.5","3.0-3.5",9,"C"
"1312","STUDENT1312","18-22 yrs","Male","Public","Need-based","Yes","Yes","Yes","RS.60k-RS.80k","Public","Dorm","Primary","High School","3","None","Clerk","Laborer","less than 1","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Sometimes","Often","Noisy","2.0-2.5","<2.0",9,"C+"
"1313","STUDENT1313",">20 yrs","Male","Public","Full","No","Yes","Yes","RS.40k-RS.60k","Public","Apartment","Secondary","Primary","3","None","Laborer","Clerk","less than 1","Sometimes","Never","Never","Low","Regular","High","Low","Often","Often","Often","Moderate","2.0-2.5","2.0-2.5",9,"C+"
"1314","STUDENT1314","18-22 yrs","Female","Public","Need-based","Yes","Yes","Yes",">RS.80k","Public","Dorm","Primary","Primary","4+","None","Laborer","Professional","less than 1","Sometimes","Often","Never","Low","Regular","Moderate","Low","Often","Sometimes","Sometimes","Noisy",">3.5","<2.0",9,"C"
"1315","STUDENT1315","18-22 yrs","Male","Private","Full","No","No","Yes","RS.60k-RS.80k","Private","House","Secondary","High School","0","One","Laborer","Unemployed","5 to 7","Sometimes","Often","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","3.0-3.5","<2.0",9,"C+"
"1316","STUDENT1316","<18 yrs","Female","Public","Need-based","Yes","No","No","RS.20k-RS.40k","Private","House","Primary","Primary","2","One","Manager","Laborer","3 to 5","Often","Sometimes","Never","Low","Regular","High","Low","Often","Sometimes","Often","Moderate","2.0-2.5","2.0-2.5",9,"C"
"1317","STUDENT1317","18-22 yrs","Male","Home School","None","No","Yes","Yes","RS.40k-RS.60k","Public","House","Primary","Secondary","3","None","Laborer","Clerk","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","2.5-3.0","2.5-3.0",9,"D"
"1318","STUDENT1318","<18 yrs","Female","Public","Need-based","Yes","No","No","RS.40k-RS.60k","Walk","Apartment","No Schooling","High School","1","None","Laborer","Professional","5 to 7","Often","Sometimes","Never","Low","Regular","Moderate","Low","Often","Never","Sometimes","Quiet","3.0-3.5","3.0-3.5",9,"C"
"1319","STUDENT1319","18-22 yrs","Male","Home School","None","Yes","Yes","No","RS.60k-RS.80k","Walk","Apartment","Primary","High School","1","More than 1","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Moderate","2.0-2.5","2.5-3.0",9,"C+"
"1320","STUDENT1320",">20 yrs","Female","Private","Full","Yes","Yes","No","<RS.20k","Private","House","Secondary","No Schooling","1","More than 1","Clerk","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Sometimes","Quiet","2.5-3.0","<2.0",9,"C"
"1321","STUDENT1321","18-22 yrs","Male","Public","Partial","Yes","Yes","No","<RS.20k","Public","House","High School","Secondary","0","More than 1","Laborer","Manager","less than 1","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Often","Sometimes","Quiet","2.0-2.5","<2.0",9,"D"
"1322","STUDENT1322","<18 yrs","Female","Private","Partial","Yes","Yes","Yes","RS.20k-RS.40k","Public","Apartment","Secondary","No Schooling","0","One","Manager","Manager","5 to 7","Sometimes","Sometimes","Often","Low","Regular","High","Low","Often","Never","Sometimes","Quiet","2.5-3.0","3.0-3.5",9,"C"
"1323","STUDENT1323","18-22 yrs","Female","Public","None","Yes","Yes","No",">RS.80k","Public","Apartment","Primary","Secondary","3","One","Laborer","Unemployed","1 to 3","Often","Sometimes","Never","Low","Regular","Moderate","Low","Sometimes","Sometimes","Often","Moderate","3.0-3.5","3.0-3.5",9,"C+"
"1324","STUDENT1324","<18 yrs","Female","Private","Need-based","Yes","Yes","Yes","RS.60k-RS.80k","Private","Apartment","Primary","High School","0","More than 1","Clerk","Laborer","3 to 5","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Often","Sometimes","Moderate","<2.0","2.0-2.5",9,"B"
"1325","STUDENT1325","18-22 yrs","Male","Home School","Full","No","No","No","RS.20k-RS.40k","Public","Dorm","High School","Primary","3","None","Laborer","Manager","less than 1","Often","Sometimes","Never","Low","Irregular","High","Moderate","Sometimes","Never","Often","Quiet","2.5-3.0","<2.0",9,"D"
"1326","STUDENT1326",">20 yrs","Female","Home School","Full","Yes","No","Yes","RS.60k-RS.80k","Public","Apartment","No Schooling","Primary","0","More than 1","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Moderate","Moderate","Sometimes","Sometimes","Sometimes","Quiet","3.0-3.5","2.5-3.0",9,"B"
"1327","STUDENT1327",">20 yrs","Male","Home School","None","No","No","Yes","RS.40k-RS.60k","Public","House","High School","Secondary","4+","More than 1","Laborer","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Often","Sometimes","Quiet","3.0-3.5","<2.0",9,"C"
"1328","STUDENT1328","<18 yrs","Female","Public","Partial","Yes","No","Yes","RS.20k-RS.40k","Private","Dorm","High School","Primary","0","None","Unemployed","Professional","3 to 5","Often","Sometimes","Never","Low","Irregular","Moderate","Low","Sometimes","Often","Never","Moderate","2.5-3.0","3.0-3.5",9,"C+"
"1329","STUDENT1329","<18 yrs","Female","Private","Partial","Yes","No","Yes","<RS.20k","Private","Apartment","Primary","High School","1","One","Laborer","Professional","less than 1","Sometimes","Sometimes","Never","Low","Regular","High","Moderate","Often","Sometimes","Often","Quiet","3.0-3.5","2.5-3.0",9,"B"
"1330","STUDENT1330","<18 yrs","Female","Home School","Merit","Yes","Yes","No","RS.40k-RS.60k","Walk","Apartment","High School","High School","1","More than 1","Unemployed","Professional","3 to 5","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Sometimes","Sometimes","Sometimes","Quiet","2.0-2.5","3.0-3.5",9,"C+"
"1331","STUDENT1331","18-22 yrs","Male","Public","Need-based","Yes","No","Yes","<RS.20k","Public","Apartment","Secondary","Secondary","0","None","Clerk","Laborer","3 to 5","Sometimes","Sometimes","Often","Moderate","Regular","High","Low","Often","Never","Often","Noisy","3.0-3.5","<2.0",9,"B"
"1332","STUDENT1332","<18 yrs","Female","Home School","Partial","No","Yes","Yes","<RS.20k","Bike","House","Secondary","No Schooling","1","One","Laborer","Unemployed","1 to 3","Never","Never","Often","High","Regular","High","Low","Often","Often","Often","Quiet","3.0-3.5","2.0-2.5",9,"C+"
"1333","STUDENT1333",">20 yrs","Female","Home School","Full","Yes","Yes","Yes",">RS.80k","Walk","Apartment","Primary","High School","0","One","Clerk","Laborer","3 to 5","Sometimes","Often","Often","High","Irregular","Low","Low","Sometimes","Sometimes","Never","Quiet","<2.0","2.0-2.5",9,"C+"
"1334","STUDENT1334","<18 yrs","Female","Public","Full","No","No","No","RS.60k-RS.80k","Public","Dorm","Primary","No Schooling","0","One","Laborer","Unemployed","3 to 5","Sometimes","Sometimes","Often","Moderate","Regular","Low","Low","Sometimes","Sometimes","Never","Moderate","<2.0","2.5-3.0",9,"C+"
"1335","STUDENT1335","<18 yrs","Female","Home School","Partial","No","Yes","No","RS.60k-RS.80k","Public","Dorm","No Schooling","No Schooling","1","More than 1","Laborer","Laborer","5 to 7","Often","Sometimes","Often","High","Regular","Low","Moderate","Often","Sometimes","Often","Moderate","2.0-2.5","2.0-2.5",9,"C"
"1336","STUDENT1336","18-22 yrs","Female","Home School","Partial","Yes","Yes","Yes","<RS.20k","Public","Dorm","Primary","No Schooling","4+","More than 1","Laborer","Manager","less than 1","Often","Often","Often","Low","Regular","Low","Low","Often","Often","Often","Quiet","2.0-2.5","2.0-2.5",9,"B"
"1337","STUDENT1337","<18 yrs","Male","Home School","Full","Yes","No","Yes","RS.40k-RS.60k","Public","Apartment","Secondary","High School","0","One","Unemployed","Clerk","less than 1","Sometimes","Often","Often","Low","Irregular","Moderate","Low","Sometimes","Often","Sometimes","Quiet","2.0-2.5","2.5-3.0",9,"C"
"1338","STUDENT1338","18-22 yrs","Female","Home School","Need-based","Yes","No","Yes","RS.20k-RS.40k","Walk","Apartment","Primary","Primary","2","One","Manager","Manager","3 to 5","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Often","Sometimes","Moderate","2.5-3.0","<2.0",9,"D"
"1339","STUDENT1339","18-22 yrs","Female","Private","Merit","Yes","No","Yes","RS.20k-RS.40k","Public","Apartment","High School","Secondary","1","None","Laborer","Professional","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Moderate","Moderate","Sometimes","Sometimes","Often","Quiet","2.5-3.0","2.5-3.0",9,"C+"
"1340","STUDENT1340","<18 yrs","Female","Home School","None","No","No","No",">RS.80k","Private","House","Secondary","Secondary","1","None","Clerk","Manager","5 to 7","Never","Never","Never","Low","Irregular","High","Low","Often","Often","Often","Moderate","2.0-2.5","2.5-3.0",9,"B"
"1341","STUDENT1341",">20 yrs","Male","Private","Need-based","No","No","Yes","<RS.20k","Private","Dorm","Primary","No Schooling","4+","None","Laborer","Manager","5 to 7","Often","Often","Never","High","Regular","Low","Low","Never","Never","Never","Quiet","<2.0","<2.0",9,"C"
"1342","STUDENT1342","<18 yrs","Female","Home School","Merit","Yes","No","Yes","<RS.20k","Public","Dorm","Secondary","Secondary","1","None","Laborer","Unemployed","1 to 3","Never","Sometimes","Never","Moderate","Regular","Moderate","Low","Often","Sometimes","Sometimes","Quiet","3.0-3.5","2.0-2.5",9,"D"
"1343","STUDENT1343",">20 yrs","Female","Public","Partial","Yes","Yes","Yes","RS.40k-RS.60k","Public","Dorm","Secondary","Primary","3","More than 1","Unemployed","Unemployed","less than 1","Sometimes","Often","Often","Low","Regular","Moderate","Low","Often","Often","Sometimes","Quiet","<2.0","2.0-2.5",9,"C"
"1344","STUDENT1344",">20 yrs","Male","Private","Merit","No","No","No",">RS.80k","Public","House","No Schooling","Secondary","1","One","Manager","Clerk","1 to 3","Sometimes","Sometimes","Often","Low","Regular","High","Moderate","Often","Often","Sometimes","Quiet","2.5-3.0","<2.0",9,"B"
"1345","STUDENT1345","18-22 yrs","Male","Private","Need-based","No","No","Yes","RS.20k-RS.40k","Public","House","Primary","No Schooling","4+","One","Laborer","Clerk","1 to 3","Sometimes","Often","Often","Low","Regular","Low","Moderate","Often","Sometimes","Often","Quiet","<2.0","<2.0",9,"B"
"1346","STUDENT1346","18-22 yrs","Female","Public","Merit","No","No","No","<RS.20k","Private","House","No Schooling","Graduate","1","None","Manager","Clerk","1 to 3","Sometimes","Often","Never","Low","Regular","High","Low","Often","Often","Often","Quiet","2.0-2.5","2.0-2.5",9,"D"
"1347","STUDENT1347",">20 yrs","Female","Public","Merit","Yes","Yes","Yes","RS.20k-RS.40k","Walk","House","No Schooling","Primary","1","One","Clerk","Manager","5 to 7","Never","Never","Often","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Quiet","2.0-2.5","3.0-3.5",9,"C"
"1348","STUDENT1348","<18 yrs","Female","Home School","Partial","Yes","No","Yes","RS.40k-RS.60k","Walk","House","Secondary","High School","1","More than 1","Manager","Laborer","3 to 5","Never","Never","Often","Low","Regular","High","Low","Often","Sometimes","Sometimes","Quiet","2.0-2.5","2.5-3.0",9,"C"
"1349","STUDENT1349","18-22 yrs","Female","Private","Need-based","No","No","No","<RS.20k","Public","Dorm","Primary","No Schooling","2","One","Laborer","Manager","1 to 3","Sometimes","Often","Often","Low","Regular","Moderate","Moderate","Often","Sometimes","Often","Moderate","2.0-2.5","2.5-3.0",9,"B"
"1350","STUDENT1350",">20 yrs","Male","Private","Need-based","No","No","Yes","<RS.20k","Public","Dorm","High School","Primary","2","One","Laborer","Manager","3 to 5","Sometimes","Sometimes","Often","Low","Regular","Moderate","Moderate","Often","Never","Often","Moderate","2.0-2.5","2.0-2.5",9,"B"
"1351","STUDENT1351",">20 yrs","Male","Private","Partial","Yes","No","No","<RS.20k","Private","Apartment","Secondary","Secondary","0","None","Clerk","Laborer","1 to 3","Never","Often","Often","Low","Regular","Moderate","Moderate","Often","Sometimes","Often","Quiet",">3.5","<2.0",9,"C+"
"1352","STUDENT1352","<18 yrs","Female","Home School","Partial","Yes","No","No","<RS.20k","Public","Apartment","Secondary","Primary","2","None","Laborer","Unemployed","5 to 7","Sometimes","Often","Often","Low","Regular","High","Low","Often","Sometimes","Often","Quiet",">3.5","3.0-3.5",9,"D"
"1353","STUDENT1353","<18 yrs","Male","Home School","Merit","Yes","Yes","Yes","<RS.20k","Public","Dorm","Primary","No Schooling","0","One","Laborer","Clerk","3 to 5","Never","Sometimes","Often","Low","Regular","Moderate","Low","Often","Often","Often","Moderate",">3.5","3.0-3.5",9,"C+"
"1354","STUDENT1354","18-22 yrs","Female","Home School","None","Yes","No","Yes","RS.40k-RS.60k","Private","House","No Schooling","No Schooling","1","None","Manager","Clerk","1 to 3","Sometimes","Sometimes","Often","Low","Regular","Moderate","Low","Sometimes","Never","Sometimes","Quiet","2.0-2.5","3.0-3.5",9,"C+"
"1355","STUDENT1355",">20 yrs","Female","Home School","Need-based","No","No","No","<RS.20k","Walk","Apartment","No Schooling","Secondary","0","One","Laborer","Unemployed","1 to 3","Often","Sometimes","Never","High","Regular","Low","Low","Often","Often","Sometimes","Quiet","2.5-3.0","2.5-3.0",9,"C+"
"1356","STUDENT1356","18-22 yrs","Female","Public","Merit","No","No","Yes",">RS.80k","Private","House","Primary","Secondary","2","More than 1","Clerk","Manager","1 to 3","Sometimes","Sometimes","Often","Low","Regular","Moderate","Low","Often","Sometimes","Sometimes","Quiet","2.0-2.5","2.5-3.0",9,"C+"
"1357","STUDENT1357","<18 yrs","Male","Public","Full","Yes","No","Yes","<RS.20k","Public","Dorm","High School","Primary","1","More than 1","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Never","Often","Quiet","2.0-2.5","2.5-3.0",9,"D"
"1358","STUDENT1358","18-22 yrs","Female","Private","Full","No","No","No","RS.20k-RS.40k","Private","House","Secondary","No Schooling","0","None","Manager","Professional","5 to 7","Sometimes","Often","Often","High","Regular","Moderate","Low","Often","Sometimes","Often","Quiet","<2.0","<2.0",9,"B"
"1359","STUDENT1359","<18 yrs","Female","Home School","None","No","Yes","No","<RS.20k","Private","House","No Schooling","Secondary","0","None","Professional","Manager","less than 1","Never","Sometimes","Often","Low","Irregular","Moderate","Low","Sometimes","Often","Sometimes","Quiet","<2.0","2.5-3.0",9,"C"
"1360","STUDENT1360","<18 yrs","Male","Public","Partial","No","No","No","RS.60k-RS.80k","Public","Apartment","Primary","Primary","1","More than 1","Laborer","Manager","3 to 5","Often","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Never","Sometimes","Quiet","2.5-3.0","<2.0",9,"D"
"1361","STUDENT1361",">20 yrs","Male","Public","Full","Yes","Yes","No",">RS.80k","Walk","Apartment","No Schooling","No Schooling","4+","None","Laborer","Unemployed","less than 1","Sometimes","Sometimes","Often","Low","Irregular","Moderate","Low","Often","Sometimes","Sometimes","Quiet",">3.5","3.0-3.5",9,"C+"
"1362","STUDENT1362",">20 yrs","Male","Home School","Full","Yes","Yes","No","RS.20k-RS.40k","Public","Dorm","High School","High School","3","More than 1","Laborer","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Often","Sometimes","Quiet","3.0-3.5","<2.0",9,"C+"
"1363","STUDENT1363","18-22 yrs","Male","Private","Full","No","No","No","RS.20k-RS.40k","Private","House","High School","High School","0","More than 1","Clerk","Clerk","1 to 3","Sometimes","Never","Never","Low","Regular","Moderate","Low","Sometimes","Never","Sometimes","Quiet",">3.5","2.5-3.0",9,"D"
"1364","STUDENT1364",">20 yrs","Male","Home School","Partial","Yes","Yes","Yes","RS.40k-RS.60k","Public","Dorm","Secondary","No Schooling","4+","One","Laborer","Manager","1 to 3","Never","Never","Never","Low","Regular","High","Low","Often","Sometimes","Often","Quiet",">3.5","3.0-3.5",9,"C"
"1365","STUDENT1365",">20 yrs","Male","Private","Partial","No","Yes","Yes","<RS.20k","Public","Dorm","No Schooling","Primary","2","One","Laborer","Professional","less than 1","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Sometimes","Never","Moderate","<2.0","3.0-3.5",9,"D"
"1366","STUDENT1366",">20 yrs","Female","Home School","None","No","Yes","Yes","RS.40k-RS.60k","Public","Dorm","No Schooling","Secondary","1","One","Laborer","Unemployed","less than 1","Sometimes","Sometimes","Never","Low","Regular","Moderate","Low","Often","Sometimes","Often","Moderate","2.0-2.5","2.5-3.0",9,"B"
"1367","STUDENT1367","18-22 yrs","Female","Public","Full","Yes","Yes","No","RS.60k-RS.80k","Walk","Apartment","No Schooling","Primary","1","None","Laborer","Unemployed","3 to 5","Never","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Never","Quiet","2.0-2.5","2.5-3.0",9,"C"
"1368","STUDENT1368","<18 yrs","Male","Public","None","No","Yes","Yes","<RS.20k","Public","Apartment","Secondary","Primary","4+","More than 1","Laborer","Unemployed","less than 1","Never","Sometimes","Never","Low","Regular","High","Moderate","Often","Sometimes","Sometimes","Quiet","2.5-3.0","<2.0",9,"C+"
"1369","STUDENT1369","<18 yrs","Female","Public","Full","Yes","Yes","Yes","RS.60k-RS.80k","Public","With Parents","Secondary","Secondary","1","None","Laborer","Manager","5 to 7","Never","Never","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Sometimes","Quiet","2.0-2.5","2.5-3.0",9,"B"
"1370","STUDENT1370","18-22 yrs","Female","Home School","Merit","Yes","Yes","No",">RS.80k","Public","Dorm","Secondary","Secondary","1","None","Laborer","Clerk","less than 1","Never","Sometimes","Never","Low","Regular","High","Low","Never","Sometimes","Never","Moderate","3.0-3.5","<2.0",9,"C+"
"1371","STUDENT1371",">20 yrs","Female","Private","Need-based","Yes","Yes","Yes","RS.40k-RS.60k","Public","House","High School","Secondary","0","More than 1","Laborer","Manager","1 to 3","Sometimes","Sometimes","Often","Low","Irregular","High","Low","Often","Often","Often","Noisy","3.0-3.5","3.0-3.5",9,"D"
"1372","STUDENT1372",">20 yrs","Female","Public","Need-based","No","No","Yes","RS.60k-RS.80k","Private","House","No Schooling","Secondary","0","None","Manager","Clerk","3 to 5","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Sometimes","Sometimes","Quiet","<2.0","2.0-2.5",9,"B"
"1373","STUDENT1373","<18 yrs","Male","Private","Need-based","Yes","No","Yes","RS.40k-RS.60k","Public","House","Secondary","High School","1","More than 1","Laborer","Manager","1 to 3","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Sometimes","Sometimes","Moderate","3.0-3.5","2.5-3.0",9,"C+"
"1374","STUDENT1374","<18 yrs","Female","Home School","Full","Yes","Yes","No","RS.60k-RS.80k","Walk","Apartment","High School","Primary","2","More than 1","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","Moderate","Low","Sometimes","Sometimes","Sometimes","Moderate","<2.0","2.5-3.0",9,"B"
"1375","STUDENT1375","<18 yrs","Female","Home School","None","Yes","Yes","No","RS.60k-RS.80k","Private","House","High School","High School","1","None","Clerk","Laborer","less than 1","Never","Never","Never","Low","Irregular","High","Low","Sometimes","Sometimes","Sometimes","Moderate","<2.0","2.5-3.0",9,"C"
"1376","STUDENT1376","<18 yrs","Female","Home School","Full","No","No","Yes","RS.60k-RS.80k","Private","House","High School","Undergraduate","0","More than 1","Clerk","Laborer","1 to 3","Often","Often","Never","High","Regular","High","Moderate","Often","Never","Often","Noisy","3.0-3.5","<2.0",9,"D"
"1377","STUDENT1377",">20 yrs","Female","Public","None","Yes","Yes","Yes","<RS.20k","Public","Dorm","Primary","Undergraduate","3","More than 1","Laborer","Laborer","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Sometimes","Sometimes","Noisy","3.0-3.5","2.0-2.5",9,"D"
"1378","STUDENT1378",">20 yrs","Female","Private","Partial","Yes","Yes","No",">RS.80k","Public","Dorm","High School","Primary","1","More than 1","Laborer","Clerk","1 to 3","Sometimes","Never","Never","Low","Irregular","High","Low","Often","Sometimes","Often","Noisy","3.0-3.5","3.0-3.5",9,"B"
"1379","STUDENT1379","<18 yrs","Female","Home School","Merit","No","No","No","RS.40k-RS.60k","Walk","Apartment","No Schooling","No Schooling","1","None","Manager","Unemployed","5 to 7","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Often","Sometimes","Quiet","3.0-3.5","2.5-3.0",9,"B"
"1380","STUDENT1380",">20 yrs","Male","Home School","Need-based","Yes","Yes","Yes","<RS.20k","Public","Apartment","Secondary","High School","1","More than 1","Clerk","Unemployed","5 to 7","Sometimes","Sometimes","Often","High","Irregular","High","Low","Often","Sometimes","Sometimes","Noisy","2.0-2.5","<2.0",9,"C"
"1381","STUDENT1381","<18 yrs","Male","Home School","None","Yes","No","No","RS.60k-RS.80k","Public","Dorm","No Schooling","Primary","3","None","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","High","Low","Often","Sometimes","Often","Noisy","3.0-3.5","3.0-3.5",9,"C"
"1382","STUDENT1382",">20 yrs","Female","Public","Need-based","Yes","Yes","No","RS.40k-RS.60k","Public","Dorm","No Schooling","Primary","1","None","Laborer","Unemployed","1 to 3","Sometimes","Sometimes","Often","Low","Irregular","High","Low","Sometimes","Sometimes","Sometimes","Moderate","2.0-2.5","3.0-3.5",9,"C"
"1383","STUDENT1383","18-22 yrs","Male","Public","Full","Yes","Yes","No","<RS.20k","Public","Dorm","Secondary","Primary","4+","One","Laborer","Professional","3 to 5","Often","Sometimes","Often","Low","Irregular","High","Low","Often","Never","Often","Noisy","2.5-3.0","2.0-2.5",9,"B"
"1384","STUDENT1384","<18 yrs","Female","Private","None","Yes","Yes","No","<RS.20k","Private","Apartment","No Schooling","Secondary","2","One","Laborer","Manager","less than 1","Sometimes","Sometimes","Never","Moderate","Regular","Moderate","Low","Often","Sometimes","Sometimes","Noisy","2.0-2.5","<2.0",9,"B"
"1385","STUDENT1385",">20 yrs","Female","Home School","Merit","No","Yes","No","RS.40k-RS.60k","Walk","Apartment","High School","Secondary","2","More than 1","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Often","Low","Regular","High","Moderate","Often","Never","Sometimes","Noisy","3.0-3.5","2.0-2.5",9,"C"
"1386","STUDENT1386","<18 yrs","Female","Home School","Full","Yes","Yes","Yes","<RS.20k","Walk","Apartment","No Schooling","Primary","3","One","Laborer","Clerk","less than 1","Sometimes","Sometimes","Never","Low","Regular","High","Low","Often","Never","Often","Noisy","2.5-3.0","2.0-2.5",9,"B"
"1387","STUDENT1387","<18 yrs","Female","Home School","Merit","No","Yes","No","RS.60k-RS.80k","Public","Dorm","Primary","No Schooling","3","None","Laborer","Manager","less than 1","Often","Often","Never","Low","Regular","High","Moderate","Often","Never","Sometimes","Noisy","2.5-3.0","2.5-3.0",9,"C"
"1388","STUDENT1388",">20 yrs","Male","Home School","Need-based","No","No","Yes","RS.40k-RS.60k","Public","Dorm","High School","High School","2","One","Laborer","Unemployed","5 to 7","Sometimes","Often","Never","Low","Irregular","Low","Low","Often","Sometimes","Often","Noisy","2.5-3.0","2.5-3.0",9,"C"
"1389","STUDENT1389","18-22 yrs","Male","Private","Partial","Yes","Yes","No",">RS.80k","Public","Dorm","Primary","No Schooling","2","None","Laborer","Manager","less than 1","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Never","Often","Moderate","3.0-3.5","2.0-2.5",9,"C+"
"1390","STUDENT1390","<18 yrs","Female","Home School","None","Yes","Yes","No","<RS.20k","Public","Apartment","Primary","High School","2","More than 1","Laborer","Manager","3 to 5","Sometimes","Sometimes","Never","Low","Regular","High","Low","Sometimes","Never","Often","Moderate","<2.0","<2.0",9,"D"
"1391","STUDENT1391",">20 yrs","Male","Public","Full","Yes","No","No","RS.40k-RS.60k","Public","Dorm","Primary","High School","3","None","Laborer","Manager","less than 1","Often","Sometimes","Never","Low","Regular","Low","Low","Often","Often","Often","Moderate","2.0-2.5","2.0-2.5",9,"D"
"1392","STUDENT1392","<18 yrs","Female","Public","None","No","Yes","Yes","<RS.20k","Public","Dorm","Secondary","No Schooling","3","More than 1","Laborer","Clerk","5 to 7","Sometimes","Sometimes","Never","Low","Irregular","High","Low","Often","Never","Sometimes","Quiet","2.0-2.5","<2.0",9,"B"
"1393","STUDENT1393",">20 yrs","Male","Private","None","Yes","Yes","Yes","RS.40k-RS.60k","Walk","Apartment","High School","Primary","3","More than 1","Laborer","Unemployed","less than 1","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Often","Noisy",">3.5","<2.0",9,"D"
"1394","STUDENT1394","18-22 yrs","Male","Home School","Merit","Yes","Yes","Yes","RS.40k-RS.60k","Walk","Apartment","Primary","Secondary","1","More than 1","Manager","Unemployed","3 to 5","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Often","Sometimes","Sometimes","Moderate","3.0-3.5","<2.0",9,"C+"
"1395","STUDENT1395","18-22 yrs","Male","Home School","Full","No","No","No","<RS.20k","Public","Apartment","No Schooling","No Schooling","4+","One","Laborer","Manager","5 to 7","Sometimes","Sometimes","Never","Low","Regular","Low","Low","Sometimes","Often","Often","Noisy",">3.5","3.0-3.5",9,"B"
"1396","STUDENT1396",">20 yrs","Male","Public","Full","No","Yes","No","<RS.20k","Public","Apartment","Primary","Primary","3","One","Laborer","Clerk","1 to 3","Sometimes","Often","Never","Low","Regular","Low","Low","Often","Often","Sometimes","Noisy","3.0-3.5","3.0-3.5",9,"D"
"1397","STUDENT1397","18-22 yrs","Female","Private","Need-based","Yes","Yes","Yes","RS.20k-RS.40k","Public","Dorm","Primary","Primary","1","None","Laborer","Unemployed","5 to 7","Sometimes","Sometimes","Never","Low","Irregular","Low","Low","Sometimes","Sometimes","Sometimes","Quiet","2.0-2.5","3.0-3.5",9,"C+"
"1398","STUDENT1398",">20 yrs","Female","Private","Full","No","Yes","No","RS.60k-RS.80k","Public","Dorm","No Schooling","Primary","4+","More than 1","Laborer","Clerk","3 to 5","Never","Sometimes","Never","Low","Regular","High","Low","Never","Often","Sometimes","Moderate","2.0-2.5","<2.0",9,"D"
"1399","STUDENT1399",">20 yrs","Female","Public","Partial","Yes","Yes","No","RS.20k-RS.40k","Public","Dorm","No Schooling","Secondary","2","More than 1","Laborer","Manager","1 to 3","Never","Never","Never","Low","Irregular","Moderate","Low","Sometimes","Sometimes","Often","Quiet","3.0-3.5","3.0-3.5",9,"B"
"1400","STUDENT1400","<18 yrs","Female","Private","None","Yes","Yes","No","RS.20k-RS.40k","Public","Dorm","Secondary","Primary","4+","One","Laborer","Clerk","1 to 3","Sometimes","Sometimes","Never","Low","Irregular","Moderate","Low","Sometimes","Never","Often","Quiet","<2.0","<2.0",9,"D"
